Key,SourceString,Context
"Quest_SideQuest_SacrificialLambQuest_Core_Result","Новый Свет привлекает авантюристов отовсюду. Некоторые из них настолько готовы поверить в наступление Рая на земле, что превращаются в яростных фанатиков, лишенных здравого смысла. История \""Нового Ковчега\"" окончилась смертью самих сектантов, но оставила после себя больше вопросов, чем ответов.",""
"Quest_SideQuest_SacrificialLambQuest_Sub1_Goal","Поискать следы убийц",""
"Quest_SideQuest_SacrificialLambQuest_Sub1_Description","Брошенный труп совсем не похож на работу пиратов. Они предпочитают веревку, пулю или перерезанное горло. Тот, кто подвесил тело, вложил в это дело много усилий.",""
"Quest_SideQuest_SacrificialLambQuest_Sub2_Goal","Сообщить о смертях на Тортугу",""
"Quest_SideQuest_SacrificialLambQuest_Sub2_Description","Мне попалось еще несколько привязанных к штурвалу трупов. Стоит отправиться на Тортугу и рассказать об убийствах.",""
"Quest_SideQuest_SacrificialLambQuest_Sub3_Goal","Найти свидетеля на корабле",""
"Quest_SideQuest_SacrificialLambQuest_Sub3_Description","Сообщение об убийствах не удивило Бена. Он рассказал, что похожие трупы начали находить на архипелаге еще несколько месяцев назад, и попросил сопроводить свидетеля, так как опасается за его безопасность.",""
"Quest_SideQuest_SacrificialLambQuest_Sub4_Goal","Расспросить Летти о сектантах",""
"Quest_SideQuest_SacrificialLambQuest_Sub4_Description","Убийцы добрались до свидетеля первыми. В его вещах было письмо на Тортугу, адресованное девушке по имени Летти. Возможно, она что-то знает.",""
"Quest_SideQuest_SacrificialLambQuest_Sub5_Goal","Найти и обыскать корабль \""Новый Ковчег\""",""
"Quest_SideQuest_SacrificialLambQuest_Sub5_Description","Девушка рассказала про секту Детей Ковчега и про корабль, который принадлежит ее главе.",""
"Quest_SideQuest_SacrificialLambQuest_Sub6_Goal","Вернуться к Долговязому Бену",""
"Quest_SideQuest_SacrificialLambQuest_Sub6_Description","Корабль \""Новый Ковчег\"" стал плавучей могилой для сектантов. Нужно рассказать Долговязому Бену о том, что кто-то избавился от секты раньше нас.",""
"Quest_SideQuest_SpanishExpedition_Name","Тайна экспедиции",""
"Quest_SideQuest_SpanishExpedition_Core_Description","Как будто следов на теле мне было мало, теперь я, кажется, вижу призраков, рассказывающих о какой-то испанской экспедиции.",""
"Quest_SideQuest_SpanishExpedition_Core_Result","Среди вещей испанца нашелся точно такой же медальон, что отец отдал мне перед первым плаванием. Не похоже на совпадение. Но откуда он у моей семьи? И что за орден упоминал Хуан де ла Коса? Возможно, когда-нибудь я найду ответы на эти вопросы...",""
"Quest_SideQuest_SpanishExpedition_Sub01_Goal","Узнать историю экспедиции",""
"Quest_SideQuest_SpanishExpedition_Sub01_Desription","Мне явился дух испанского моряка, его слова загадочны, но интригующи. Стоит найти остальные захоронения, чтобы узнать больше.",""
"Quest_SideQuest_SpanishExpedition_Sub02_Goal","Разыскать корабль экспедиции",""
"Quest_SideQuest_SpanishExpedition_Sub02_Desription","Похоже, что на архипелаге уже были проблемы с восставшими мертвецами. У одной из могил призрак упомянул, что отправляется на место встречи неподалеку от Тортуги. Попробую разыскать его корабль. Скорее всего, мертвецы не дали ему добраться до порта.",""
"Quest_SideQuest_SpanishExpedition_Sub03_Goal","Обыскать корабль",""
"Quest_SideQuest_SpanishExpedition_Sub03_Desription","Корабль действительно разбился. Вокруг него полно утопленников. Стоит очистить палубы и осмотреться.",""
"Quest_SideQuest_FindingTraitor_Name","Горькая пилюля",""
"Quest_SideQuest_FindingTraitor_Core_Description","Пиратам кто-то сдал маршрут моего корабля. Доктор Гален уверен, что этот предатель находится в окружении губернатора.",""
"Quest_SideQuest_FindingTraitor_Core_Result","Предатель найден и понесет наказание.",""
"Quest_SideQuest_FindingTraitor_Sub01_Goal","Проникнуть в лагерь Ричардса",""
"Quest_SideQuest_FindingTraitor_Sub01_Desription","Томас Ричардс точно знал, что Гален вез артефакт на моем корабле. Нужно выяснить, как к нему попали эти сведения.",""
"Quest_SideQuest_FindingTraitor_Sub02_Goal","Обыскать лагерь Ричардса",""
"Quest_SideQuest_FindingTraitor_Sub02_Desription","Возможно, в основном лагере пиратов найдутся ниточки, которые приведут меня к предателю.",""
"Quest_SideQuest_FindingTraitor_Sub03_Goal","Обсудить письмо с доктором Галеном",""
"Quest_SideQuest_FindingTraitor_Sub03_Desription","Мне попалось письмо, адресованное Черной Бороде. Его отправитель не только рассказал об артефакте, но и организовал поставки пороха пиратам. Нужно сообщить об этом Галену.",""
"Quest_SideQuest_FindingTraitor_Sub04_Goal","Отыскать ящики с порохом",""
"Quest_SideQuest_FindingTraitor_Sub04_Desription","Одного письма слишком мало, чтобы убедить Галена в предательстве друга. А вот упомянутые ящики с порохом могут послужить неплохим доказательством.",""
"Quest_SideQuest_FindingTraitor_Sub05_Goal","Поговорить с Галеном",""
"Quest_SideQuest_FindingTraitor_Sub05_Desription","Франсуа Арно действительно поставлял порох пиратам. На сундуках красовался знак его торговой компании. Гален должен об этом узнать.",""
"Quest_SideQuest_FindingTraitor_Sub06_Goal","Найти Франсуа Арно на Тортуге",""
"Quest_SideQuest_FindingTraitor_Sub06_Desription","Гален хочет узнать, почему тот, кого он считал другом, пошел на предательство. Нужно поговорить с Франсуа Арно на Тортуге и вывести его на чистую воду.",""
"Quest_SideQuest_FindingTraitor_Sub07_Goal","Спасти Жака Арно из плена на пиратском корабле",""
"Quest_SideQuest_FindingTraitor_Sub07_Desription","Франсуа Арно сознался в предательстве губернатора и понесет справедливое наказание. Однако он попросил спасти своего сына Жака, которого пираты держат в заложниках на одном из своих кораблей... В качестве последней просьбы.",""
"Quest_SideQuest_FindingTraitor_Sub08_Goal","Рассказать Франсуа Арно о судьбе сына",""
"Quest_SideQuest_FindingTraitor_Sub08_Desription","Мне стало известно, что Жак Арно сговорился с пиратами и сам шантажировал своего отца. Во время абордажа он был смертельно ранен. Теперь надо понять, что сказать Франсуа.",""
"Quest_SideQuest_FindingTraitor_Sub09_Goal","Поговорить с Галеном в таверне на Тортуге",""
"Quest_SideQuest_FindingTraitor_Sub09_Desription","Франсуа был безутешен. Доктор Гален тоже должен узнать правду о мотивах своего друга. В этот раз я найду его в таверне на Тортуге.",""
"Quest_SideQuest_JokesOfTheGods_Name","Шутки богов",""
"Quest_SideQuest_JokesOfTheGods_Core_Description","В центре затопленной площадки возвышается старый алтарный камень. На нем записано начало истории о жреце Ицельтека и его дочери.",""
"Quest_SideQuest_JokesOfTheGods_Core_Result","Легенда жреца, расписанная на алтарях, в который раз доказывает, что некоторые запреты лучше не нарушать.",""
"Quest_SideQuest_JokesOfTheGods_Sub01_Goal","Найти продолжение легенды",""
"Quest_SideQuest_JokesOfTheGods_Sub01_Desription","Мне удалось перевести часть легенды о жреце бога мертвых. Было бы неплохо узнать ее продолжение.",""
"Quest_SideQuest_JokesOfTheGods_Sub02_Goal","Отыскать последнюю часть легенды",""
"Quest_SideQuest_JokesOfTheGods_Sub02_Desription","Обрывать историю жреца мертвых на середине так же нехорошо, как нехорошо оставлять бутылку рома недопитой. Попробую поискать окончание легенды.",""
"Quest_SideQuest_JokesOfTheGods_Sub03_Goal","Победить монстра",""
"Quest_SideQuest_JokesOfTheGods_Sub03_Desription","Стоило дочитать легенду до конца, как мне на голову свалился недружелюбный крокодил, который жаждет откусить от меня кусок.",""
"Quest_SideQuest_FateOfTheProphets_Name","Судьба пророков",""
"Quest_SideQuest_FateOfTheProphets_Core_Description","Руины Болот скрывают множество секретов и сокровищ, оставшихся от древнего народа. Любопытно, какую историю скрывают в себе эти стены.",""
"Quest_SideQuest_FateOfTheProphets_Core_Result","Похоже, не только в Старом Свете прорицателей убивали за плохие предсказания...",""
"Quest_SideQuest_FateOfTheProphets_Sub01_Goal","Исследовать древние обсерватории",""
"Quest_SideQuest_FateOfTheProphets_Sub01_Desription","Остатки сооружения напоминают обсерваторию. Возможно, неподалеку найдется еще парочка?",""
"Quest_SideQuest_FateOfTheProphets_Sub02_Goal","Отыскать место смерти военачальника",""
"Quest_SideQuest_FateOfTheProphets_Sub02_Desription","В потайном зале мне попались предсмертные записи замурованых звездочетов. Их убил военачальник из-за дурных, но, судя по всему, правдивых предсказаний. Последнее из них гласило, что его самого утопят в болотах неподалеку отсюда. Военачальник наверняка был довольно знатным и, самое главное, богатым, человеком...",""
"Quest_SideQuest_HelpingBucaneers_Name","Буканьеры",""
"Quest_SideQuest_HelpingBucaneers_Core_Description","Буканьеры – лучшие стрелки в Карибском море и друзья Братства. Неудивительно, что Черная Борода хочет от них избавиться.",""
"Quest_SideQuest_HelpingBucaneers_Core_Result","Мне удалось помочь буканьерам и заручиться поддержкой их предводителя.",""
"Quest_SideQuest_HelpingBucaneers_Sub01_Goal","Собрать 50 сумок пороха для буканьеров и отдать Анри Буше",""
"Quest_SideQuest_HelpingBucaneers_Sub01_Desription","Лагерь буканьеров цел, но едва держится, потому что пираты своими атаками истощили их запасы пороха. Нужно собрать для них полсотни полных пороховых сумок и привезти Анри, иначе охотникам конец.",""
"Quest_SideQuest_HelpingBucaneers_Sub02_Goal","Передать партию шкур Чарли Шарпу",""
"Quest_SideQuest_HelpingBucaneers_Sub02_Desription","Анри поблагодарил за порох и попросил доставить выделанные шкуры Чарли Шарпу в лагерь выживших жителей Тортуги.",""
"Quest_SideQuest_HelpingBucaneers_Sub03_Goal","Пожарить 20 порций кабаньего мяса на палке","Skewered Meat"
"Quest_SideQuest_HelpingBucaneers_Sub03_Desription","Шкуры переданы Чарли Шарпу. Он дал мне бочонок рома для буканьеров и попросил пожарить для них 20 порций кабаньего мяса на палке.","Skewered Meat"
"Quest_SideQuest_HelpingBucaneers_Sub04_Goal","Передать Анри Буше 20 порций мяса и ром","Skewered Meat"
"Quest_SideQuest_HelpingBucaneers_Sub04_Desription","Мясо готово. Теперь можно вернуться к Анри Буше и передать ему блюда и пузатый бочонок от благодарных жителей.",""
"Quest_SideQuest_HelpingTortugaResidents_Name","Последствия катастрофы",""
"Quest_SideQuest_HelpingTortugaResidents_Core_Description","Для жителей Тортуги настали трудные времена: губернатор убит, пираты держат под контролем архипелаг, а сам город заполонили утопленники, так что людям пришлось искать приют в ином месте.",""
"Quest_SideQuest_HelpingTortugaResidents_Core_Result","Несмотря на то, что город лежит в руинах, ненадолго мне удалось вернуть людям еду, лекарства и надежду на то, что однажды все будет хорошо.",""
"Quest_SideQuest_HelpingTortugaResidents_Sub02_Goal","Достать припасы с корабля","Sub01 is missing here, quests starts right from Sub02, that's normal"
"Quest_SideQuest_HelpingTortugaResidents_Sub02_Desription","Жителям не хватает продовольствия, а корабль, который его вез, переполнен утопленниками. Если не вернуть припасы, людям грозит голод.",""
"Quest_SideQuest_HelpingTortugaResidents_Sub03_Goal","Передать припасы Чарли Шарпу в лагерь беженцев",""
"Quest_SideQuest_HelpingTortugaResidents_Sub03_Desription","Запасы у меня. Чарли Шарп должен получить их как можно скорее – жителям точно не стоит оставаться без еды.",""
"Quest_SideQuest_HelpingTortugaResidents_Sub04_Goal","Поговорить с доктором Галеном о лекарствах",""
"Quest_SideQuest_HelpingTortugaResidents_Sub04_Desription","Чарли Шарп попросил передать доктору Галену, что среди жителей много заболевших и раненых. Им нужны лекарства.",""
"Quest_SideQuest_HelpingTortugaResidents_Sub05_Goal","Добыть и передать целебные травы Галену (15 шт.)",""
"Quest_SideQuest_HelpingTortugaResidents_Sub05_Desription","Доктор Гален попросил отыскать для него полтора десятка пучков лечебной травы, которые встречаются в руинах. Он уверен, что этого хватит для приготовления лекарств.",""
"Quest_SideQuest_HelpingTortugaResidents_Sub06_Goal","Привезти лекарства Чарли Шарпу",""
"Quest_SideQuest_HelpingTortugaResidents_Sub06_Desription","Гален приготовил лекарственные настои для заболевших в лагере беженцев. Осталось их доставить.",""
"Quest_SideQuest_HelpingTortugaResidents_Sub07_Goal","Избавиться от Джима Годарта",""
"Quest_SideQuest_HelpingTortugaResidents_Sub07_Desription","Похоже, Джим Годарт, один из пиратских главарей, готовит атаку на беззащитных жителей. Я не дам им превратить людей в товар.",""
"Quest_SideQuest_HelpingTortugaResidents_Sub08_Goal","Вернуться к Чарли Шарпу",""
"Quest_SideQuest_HelpingTortugaResidents_Sub08_Desription","Джим Годарт убит, угроза нападения миновала. Осталось только рассказать об этом Чарли Шарпу.",""
"Quest_SideQuest_HelpingSmugglers_Name","Контрабандисты",""
"Quest_SideQuest_HelpingSmugglers_Core_Description","Долговязый Бен обеспокоен тем, что его таверна может остаться без вина, так как у контрабандистов на островах начались проблемы – слишком много пропавших людей и пустых схронов.",""
"Quest_SideQuest_HelpingSmugglers_Core_Result","Благодаря мне контрабандисты смогут выполнить заказ и доставить вино в таверну. За мои старания с Долговязого Бена причитается приличная скидка.",""
"Quest_SideQuest_HelpingSmugglers_Sub01_Goal","Поговорить с главой контрабандистов",""
"Quest_SideQuest_HelpingSmugglers_Sub01_Desription","У Долговязого Бена проблемы с поставками вина. Надо отправиться к контрабандистам и узнать что происходит.",""
"Quest_SideQuest_HelpingSmugglers_Sub02_Goal","Найти и обыскать пропавший корабль Мариты",""
"Quest_SideQuest_HelpingSmugglers_Sub02_Desription","В лагере контрабандистов командует Марита Суарес. Она беспокоится, что ее корабль с грузом для Бена опаздывает, и попросила проверить, куда он подевался.",""
"Quest_SideQuest_HelpingSmugglers_Sub03_Goal","Вернуться к Марите",""
"Quest_SideQuest_HelpingSmugglers_Sub03_Desription","Груза нет. Команда мертва. Нужно сообщить Марите, что она не зря беспокоилась.",""
"Quest_SideQuest_HelpingSmugglers_Sub04_Goal","Вернуть украденный груз",""
"Quest_SideQuest_HelpingSmugglers_Sub04_Desription","Марита указала но одно место, где пираты могли бы хранить украденные бутылки. Главное, успеть до того, как их опустошат.",""
"Quest_SideQuest_HelpingSmugglers_Sub05_Goal","Передать вино Марите",""
"Quest_SideQuest_HelpingSmugglers_Sub05_Desription","Мне повезло, что пираты не успели открыть бутылки. Точнее, повезло Марите, которая их с нетерпением ждет.",""
"Quest_SideQuest_HelpingBrethren_Name","Береговое Братство",""
"Quest_SideQuest_HelpingBrethren_Core_Description","Во время атаки на Тортугу Эдвард Тич почти уничтожил Береговое Братство. Их силы разрозненны, а корабли Стида Боннета – еще одного помощника Черной Бороды – охотятся за выжившими.",""
"Quest_SideQuest_HelpingBrethren_Core_Result","Береговому Братству с моей помощью удалось избавиться от пиратского флота Стида Боннета.",""
"Quest_SideQuest_HelpingBrethren_Sub01_Goal","Разыскать выживших",""
"Quest_SideQuest_HelpingBrethren_Sub01_Desription","После атаки пиратов Братство потеряло много кораблей и людей. Капитан Бенджами Хорниголд попросил меня отыскать его друзей. В качестве награды он обещал сведения об артефакте губернатора.",""
"Quest_SideQuest_HelpingBrethren_Sub02_Goal","Сообщить капитану Хорниголду о смерти товарищей",""
"Quest_SideQuest_HelpingBrethren_Sub02_Desription","Корабли лежат на мели, мачты сломаны, палубы залиты кровью. Пираты и утопленники не оставили никого в живых. Капитана Хорниголда ждут плохие вести.",""
"Quest_SideQuest_HelpingBrethren_Sub03_Goal","Уничтожить два пиратских патруля",""
"Quest_SideQuest_HelpingBrethren_Sub03_Desription","Нужно отправиться в море и потопить пиратские корабли, патрулирующие окрестности.",""
"Quest_SideQuest_HelpingBrethren_Sub04_Goal","Вернуться к капитану Хорниголду",""
"Quest_SideQuest_HelpingBrethren_Sub04_Desription","У меня получилось избавиться от патрулей. Пора сообщить об этом капитану Хорниголду.",""
"Quest_SideQuest_HelpingBrethren_Sub05_Goal","Собрать ресурсы на починку \""Рейнджера\"" и отнести их капитану Хорниголду",""
"Quest_SideQuest_HelpingBrethren_Sub05_Desription","Чтобы дать отпор Черной Бороде, Братству нужно восстановить свои корабли. Для этого понадобится 50 досок, 50 единиц деревянного бруса, 50 железных слитков. Как только ресурсы будут собраны, их надо передать капитану Хорниголду.",""
"Quest_SideQuest_HelpingBrethren_Sub06_Goal","Вернуться к капитану Хорниголду",""
"Quest_SideQuest_HelpingBrethren_Sub06_Desription","Ресурсы были переданы Братству. Самое время узнать, удалось ли капитану Хорниголду восстановить свой корабль.",""
"Quest_SideQuest_HelpingBrethren_Sub07_Goal","Разгромить флот Стида Боннета",""
"Quest_SideQuest_HelpingBrethren_Sub07_Desription","\""Рейнджер\"" спущен на воду, и Братство готово выступить против Стида Боннета, лейтенанта Черной Бороды, который держит архипелаг в осаде. Пора начинать контратаку.",""
"Quest_SideQuest_HelpingBrethren_Sub08_Goal","Вернуться к капитану Хорниголду",""
"Quest_SideQuest_HelpingBrethren_Sub08_Desription","С флотом Стида Боннета наконец-то покончено. Мне нужно вернуться к капитану Хорниголду – в обмен на помощь он обещал рассказать все, что знает об артефакте.",""
"Quest_LocalEvent_CJShipwrecks","Вскрыть Старинные сундуки и забрать содержимое",""
"Quest_LocalEvent_CJPirates","Вскрыть сундуки пиратов Ричардса и забрать содержимое",""
"Quest_LocalEvent_HLPirates","Вскрыть сундуки пиратов Хендса и забрать содержимое",""
"Quest_LocalEvent_HLAncient","Вскрыть древние сундуки и забрать содержимое",""
"Quest_LocalEvent_SWAncient","Вскрыть древние сундуки и забрать содержимое",""
"Quest_LocalEvent_AncientVillage_01","Собрать ритуальное масло",""
"Quest_LocalEvent_AncientVillage_02","Вознести пожертвование на алтарь",""
"Quest_LocalEvent_FirebowlRuins_01","Вернуть храмовые чаши (firbowls) на место",""
"Quest_LocalEvent_FirebowlRuins_02","Забрать награду",""
"Quest_LocalEvent_Exquemelin_01","Найти и выкопать припасы путешественника",""
