Key,SourceString,Context
"Decorations_FlagpoleT03_05_Name","Зеленый хороший флагшток",""
"Decorations_FlagpoleT03_06_Name","Синий хороший флагшток",""
"Decorations_FlagpoleT03_07_Name","Фиолетовый хороший флагшток",""
"Decorations_FlagpoleT04_01_Name","Черный изящный флагшток",""
"Decorations_FlagpoleT04_02_Name","Белый изящный флагшток",""
"Decorations_FlagpoleT04_03_Name","Красный изящный флагшток",""
"Decorations_FlagpoleT04_04_Name","Оранжевый изящный флагшток",""
"Decorations_FlagpoleT04_05_Name","Зеленый изящный флагшток",""
"Decorations_FlagpoleT04_06_Name","Синий изящный флагшток",""
"Decorations_FlagpoleT04_07_Name","Фиолетовый изящный флагшток",""
"Decorations_Flagpole_Description","Веселый Роджер гордо реет на ветру\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта в категории не суммируются","Веселый Роджер гордо реет на ветру\r\n\r\nКомфорт +1"
"Decorations_FlagWall_Name","Флаг настенный","Флаг настенный"
"Decorations_FlagWall_Description","Йо-хо-хо!\r\n\r\nУстанавливается на стену\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта в категории не суммируются","Йо-хо-хо!\r\n\r\nНастенное украшение\r\nКомфорт +1"
"Decorations_FloorTorch_Name","Напольный факел","Факел длинный"
"Decorations_FloorTorch_Description","Совет путешественнику №53\r\nОтмечайте свой путь, чтобы найти дорогу обратно к дому \r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт+1\r\nБонусы комфорта в категории не суммируются","Совет путешественнику №53\r\nОтмечайте свой путь, чтобы найти дорогу обратно к дому \r\n\r\nКомфорт+1"
"Decorations_NoComfortFloorTorch_Description","Можно ставить вне зоны действия лагерного костра.\r\n\r\nИдеален для исследования темных пещер.\r\n\r\nНе дает комфорт.",""
"Decorations_Sabers_01_Name","Декоративные сабли","Трофейные сабли"
"Decorations_Decor_AAG_02_Name","Украшения из ракушек","Трофей ракушек"
"Decorations_Decor_AAG_04_Name","Трофей ракушек","Трофей ракушек"
"Decorations_ShellDecor_Wall_Description","Умело созданное украшение из даров моря\r\n\r\nУстанавливается на стену\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта в категории не суммируются",""
"Decorations_ShellDecor_Floor_Description","Умело созданное украшение из даров моря\r\n\r\nУстанавливается на потолок\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта в категории не суммируются",""
"Decorations_Decor_ABG_01_Name","Трофей ракушек","Трофей ракушек"
"Decorations_Decor_ABG_02_Name","Трофей ракушек","Трофей ракушек"
"Decorations_Decor_BAG_02_Name","Трофей ракушек","Трофей ракушек"
"Decorations_Decor_EAG_01_Name","Трофей ракушек","Трофей ракушек"
"Decorations_Decor_EBG_01_Name","Трофей ракушек","Трофей ракушек"
"Decorations_Sabers_01_Description","В бою уже не пригодятся, а вот на стене смотрятся неплохо\r\n\r\nУстанавливается на стену\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта в категории не суммируются","В бою уже не пригодятся, а вот на стене смотрятся неплохо\r\n\r\nНастенное украшение\r\nКомфорт +1"
"Decorations_Standing_BoarHead_Name","Трофей кабана","Голова кабана"
"Decorations_Standing_BoarHead_Description","Осуждающе смотрит на вас, каждый раз, когда вы проходите мимо\r\n\r\nУстанавливается на стену\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта суммируются в категории","Осуждающе смотрит на вас, каждый раз, когда вы проходите мимо\r\n\r\nНастенное украшение\r\nКомфорт +1"
"Decorations_Standing_CrocodileHead_Name","Трофей крокодила","Голова крокодила"
"Decorations_Standing_CrocodileHead_Description","Зубастая пасть крокодила, распахнутая в немом рыке, – предупреждение тем, кто осмелится бросить вызов природе\r\n\r\nУстанавливается на стену\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта суммируются в категории",""
"Decorations_Standing_DodoHead_Name","Трофей додо","Голова додо"
"Decorations_Standing_DodoHead_Description","Символ утраты, который напоминает о том, что некоторых существ мы больше никогда не увидим\r\n\r\nУстанавливается на стену\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта суммируются в категории",""
"Decorations_Standing_GoatMegaHead_Name","Трофей большого козла","Голова козла"
"Decorations_Standing_GoatMegaHead_Description","Величественные рога, венчающие стену, будто корона поверженного горного короля\r\n\r\nУстанавливается на стену\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта суммируются в категории",""
"Decorations_Standing_WolfHead_Name","Трофей волка","Голова волка"
"Decorations_Standing_WolfHead_Description","Взгляд, в котором до сих пор читается ярость последнего боя\r\n\r\nУстанавливается на стену\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта суммируются в категории",""
"Decorations_Standing_Armchair01_Name","Кресло",""
"Decorations_Standing_Armchair02_Name","Кресло",""
"Decorations_Standing_Chair_Name","Стул","Стул"
"Decorations_Standing_Chair_Description","Скрипит каждый раз, когда на него садишься\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта в категории не суммируются","Скрипит каждый раз, когда на него садишься\r\n\r\nКомфорт +1 "
"Decorations_Standing_Stool_Description","Примитивная мебель \r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта в категории не суммируются",""
"Building_BasementT04_BBB_A_Name","Фундамент (камень)",""
"Building_BasementT04_BBB_A_Desc","Фундамент из крупного камня",""
"Building_BadementT04_BBB_A_Name","NOT USEDTest",""
"Decorations_Standing_Cabinet_Name","NOT USEDTest",""
"Decorations_Standing_Wardrobe_Name","Простой шкаф",""
"Decorations_Standing_Cabinet_01_Name","Тумба",""
"Decorations_Standing_Cabinet_02_Name","Тумба",""
"Decorations_Standing_Cabinet_Description","Комфорт +1",""
"Decorations_Standing_Stool01_Name","Табуретка",""
"Decorations_Standing_Stool02_Name","Пенек",""
"Decorations_Standing_Stool01_Description","Комфорт +1",""
"Decorations_Standing_Stool04_Name","Табурет из бревна",""
"Decorations_Standing_CrabTrophy_Name","Чучело краба","Чучело краба"
"Decorations_Standing_CrabTrophy_Description","Даже самые незначительные охотничьи трофеи стоят того, чтобы ими похвастаться\r\n\r\nУстанавливается на стену\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта суммируются в категории","Даже самые незначительные охотничьи трофеи стоят того, чтобы ими похвастаться\r\n\r\nНастенное украшение\r\nКомфорт +1"
"Decorations_Standing_TableSquare_01_Name","Стол","Стол"
"Decorations_Standing_TableSquare_02_Name","Стол с посудой",""
"Decorations_Standing_TableSquare_03_Name","Стол с посудой, заполненный",""
"Decorations_Standing_TableCircle_01_Name","Круглый стол",""
"Decorations_Standing_TableCircle_02_Name","Стол круглый с посудой",""
"Decorations_Standing_TableCircle_03_Name","Стол круглый с посудой, заполненный",""
"Decorations_Standing_TableRectangular_01_Name","Прямоугольный стол",""
"Decorations_Standing_TableRectangular_02_Name","Стол прямоугольный с посудой",""
"Decorations_Standing_TableRectangular_03_Name","Стол прямоугольный с посудой, заполненный",""
"Decorations_Standing_TableSquare_Description","Хватит места и для карты сокровищ, и для кружки грога\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта в категории не суммируются","Хватит места и для карты сокровищ, и для кружки грога\r\n\r\nКомфорт +1"
"Decorations_Sword_01_Name","Декоративный меч","Трофейный меч"
"Decorations_KnifeSenkamati_A_Name","Трофейные клинки Сенкамати","Трофейные клинки Сенктамати"
"Decorations_KnifeSenkamati_A_Description","Каждый зазубренный край и потертость на клинке – это история ярости, крови и отчаяния\r\n\r\nУстанавливается на стену\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта суммируются в категории",""
"Decorations_Sword_01_Description","Напоминает о временах романтического рыцарства\r\n\r\nУстанавливается на стену\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта в категории не суммируются","Напоминает о временах романтического рыцарства\r\n\r\nНастенное украшение\r\nКомфорт +1"
"Decorations_WallTorch_Name","Факел настенный","Факел настенный"
"Decorations_WallTorch_Description","Разгонит тьму и привлечет мотыльков\r\n\r\nУстанавливается на стену\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта в категории не суммируются","Разгонит тьму и привлечет мотыльков\r\n\r\nНастенное украшение\r\nКомфорт +1"
"Decorations_SignalFire_Name","Signal fire",""
"Decorations_SignalFire_Description","Where was the Royal Fleet when Tortuga fell?\r\n\r\nThe light of the signal fire can be seen from afar.\r\nOnly 3 signal fire can be placed in the world.\r\n\r\nComfort +1\r\nComfort bonuses in this category do not stack.",""
"Decorations_CrocodileStuffed01_Name","Статуя веселого крокодила",""
"Decorations_Brush_FireplaceT04_01_p01_Name","Роскошный камин",""
"Decorations_Brush_FireplaceT04_01_p02_Name","Труба для камина",""
"Decorations_Fireplace_CEB_A_Name","Основание камина",""
"Decorations_Fireplace_CAB_A_Name","Стенки камина",""
"Decorations_Fireplace_CBB_A_Name","Крышка камина",""
"Decorations_Fireplace_BBE_A_Name","Дымоход",""
"Decorations_Fireplace_BBE_B_Name","Колпак дымохода",""
"Decorations_Decorations_CrocodileStuffed01_Description","Гроза болот теперь украсит вашу гостиную\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта в категории не суммируются",""
"Decorations_CrocodileStuffed02_Name","Статуя мудрого крокодила",""
"Decorations_CrocodileStuffed02_Description","Гроза болот теперь украсит вашу гостиную\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +2\r\nБонусы комфорта в категории не суммируются",""
"Decorations_Shelf01_Name","Мленькая полка",""
"Decorations_Shelf02_Name","Полка",""
"Decorations_Shelf03_Name","Большая полка",""
"Decorations_Shelf_Description","Грубо сколоченные полки для провианта и рома.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта в категории не суммируются",""
"Decorations_Cupboard_Description","Шаткая конструкция, готовая рухнуть при первом же шторме\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта в категории не суммируются",""
"Decorations_Canopy01_Name","Навес",""
"Decorations_Canopy02_Name","Навес с сетью",""
"Decorations_Canopy03_Name","Большой навес",""
"Decorations_Canopy_Description","Навес сделанный из подручных материалов\r\n\r\nУстанавливается на стену\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1\r\nБонусы комфорта в категории не суммируются",""
"Decorations_Bench01_Name","Скамья",""
"Decorations_Bench02_Name","Скамья со спинкой",""
"Decorations_Bench04_Name","Скамья из бревна",""
"Decorations_Bench01_Description","Скрипит каждый раз, когда на него садишься\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_Seats_T02_Description","Мебель из древесины и выделанной кожи — суровая и пропитанная истинным духом охоты.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_Seats_T04_Description","Изящная мебель, выдержанная в утончённом классическом стиле.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_Seats_T04_Cool_Description","Мебель с шикарным декоративным силуэтом и выразительной отделкой.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_Tables_T02_Description","Мебель из древесины и выделанной кожи — суровая и пропитанная истинным духом охоты.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_Tables_T04_Description","Изящная мебель, выдержанная в утончённом классическом стиле.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_Shelves_T04_Description","Изящная мебель, выдержанная в утончённом классическом стиле.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_Shelves_T04_Cool_Description","Мебель с шикарным декоративным силуэтом и выразительной отделкой.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_Wardrobe_T02_Description","Мебель из древесины и выделанной кожи — суровая и пропитанная истинным духом охоты.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_Wardrobe_T04_Description","Изящная мебель, выдержанная в утончённом классическом стиле.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_Wardrobe_T04_Cool_Description","Мебель с шикарным декоративным силуэтом и выразительной отделкой.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_Decorations_IronLighting_T02_Description_Description","Трофейные рога, соединённые с кованым металлом, формируют суровый охотничий свет.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_IronLighting_T04_Description","Светильник из кованого железа, отличающиеся лёгкостью форм и изяществом.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_IronLighting_T04_Description_OneCandle","Светильник c одной свечей из кованого железа, отличающиеся лёгкостью форм и изяществом.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_IronLighting_T04_Description_OneCandleWithGlass","Светильник из кованого железа, отличающиеся лёгкостью форм и изяществом.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_IronLighting_T04_Description_TwoCandle","Светильник c двумя свечами из кованого железа, отличающиеся лёгкостью форм и изяществом.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_IronLighting_T04_Description_ThreeCandle","Светильник c тремя свечами из кованого железа, отличающиеся лёгкостью форм и изяществом.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_IronLighting_T04_Description_FourCandle","Светильник c четырьмя свечами из кованого железа, отличающиеся лёгкостью форм и изяществом.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_IronLighting_T04_Description_FiveCandle","Светильник c пятью свечами из кованого железа, отличающиеся лёгкостью форм и изяществом.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_IronLighting_T04_Chain_Description","Прочная кованая цепь для изящных подвесных светильников.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nНе дает комфорта",""
"Decorations_IronLighting_Chandelier_T04_Description","Изящные люстры, излучающие благородный свет.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_Dishes_T04_Description","Изящная посуда, украденная с губернаторского застолья во время морской вылазки.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_DecorativeFood_01_Description","Тёплый грог, чтобы согреться после долгого плавания.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_DecorativeFood_02_Description","Миска лесных грибов с таинственного острова.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_DecorativeFood_03_Description","Сытное жаркое, держущее команду на плаву.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_DecorativeFood_04_Description","Кукурузный суп для поднятия духа после шторма.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_DecorativeFood_05_Description","Густая похлёбка с ароматом лесных трофеев.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_DecorativeFood_06_Description","Фрукты с дальних странствий, добытые с пиратских рейдов.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_DecorativeFood_07_Description","Сладости, которые пираты чаще всего едят ночью под гамаком.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_DecorativeFood_08_Description","Сочные плоды, спасающие от морской хандры.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_DecorativeFood_09_Description","Свежевыловленная рыба прямо с сетей команды.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_DecorativeFood_10_Description","Сытное мясо, добытое в рейде на богатый караван.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_DecorativeFood_11_Description","Пир, достойный капитана и всей команды.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_DecorativeFood_12_Description","Для разнообразия рациона морских волков.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Books_T04_Description","Собрания знаний, легенд и забытых сказаний.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T01_Description","Test",""
"Decoration_Flagpole_T03_Description","Test",""
"Decoration_Flagpole_T04_Description","Test",""
"Building_WallAngleDownT01_AAE_F_Name","Test",""
"Decoration_Flagpole_T01_Description_1","Простой столб для флага с блеском морской соли\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T01_Description_2","Простой столб для флага с блеском морской соли\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T01_Description_3","Простой столб для флага с блеском морской соли\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T01_Description_4","Простой столб для флага с блеском морской соли\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T01_Description_5","Простой столб для флага с блеском морской соли\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T01_Description_6","Простой столб для флага с блеском морской соли\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T01_Description_7","Простой столб для флага с блеском морской соли\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T03_Description_1","Столб для флага, проверенный штормами, боями и случайными ударами абордажной сабли.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T03_Description_2","Столб для флага, проверенный штормами, боями и случайными ударами абордажной сабли.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T03_Description_3","Столб для флага, проверенный штормами, боями и случайными ударами абордажной сабли.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T03_Description_4","Столб для флага, проверенный штормами, боями и случайными ударами абордажной сабли.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T03_Description_5","Столб для флага, проверенный штормами, боями и случайными ударами абордажной сабли.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T03_Description_6","Столб для флага, проверенный штормами, боями и случайными ударами абордажной сабли.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T03_Description_7","Столб для флага, проверенный штормами, боями и случайными ударами абордажной сабли.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T04_Description_1","Изящный столб для знамени, на котором гордо реет пиратский флаг и иногда носки с сушильной верёвки.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T04_Description_2","Изящный столб для знамени, на котором гордо реет пиратский флаг и иногда носки с сушильной верёвки.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T04_Description_3","Изящный столб для знамени, на котором гордо реет пиратский флаг и иногда носки с сушильной верёвки.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T04_Description_4","Изящный столб для знамени, на котором гордо реет пиратский флаг и иногда носки с сушильной верёвки.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T04_Description_5","Изящный столб для знамени, на котором гордо реет пиратский флаг и иногда носки с сушильной верёвки.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T04_Description_6","Изящный столб для знамени, на котором гордо реет пиратский флаг и иногда носки с сушильной верёвки.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Flagpole_T04_Description_7","Изящный столб для знамени, на котором гордо реет пиратский флаг и иногда носки с сушильной верёвки.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Misc_T02_Description","Напоминание о каждом удачном выстреле.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Misc_T02_Description_2","Напоминание о каждом удачном выстреле.\r\n\r\nРаботает только в радиусе действия Bonfire\r\nУстонавливается на стену\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Miniatures_T01_Description","Детализированная модель корабля, словно застывшая в вечной морской экспедиции.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Miniatures_T02_Description","Детализированная модель корабля, словно застывшая в вечной морской экспедиции.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Miniatures_T03_Description","Детализированная модель корабля, словно застывшая в вечной морской экспедиции.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Miniatures_T04_Description","Детализированная модель корабля, словно застывшая в вечной морской экспедиции.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Misc_T04_Description","Подходит для любого помещения — и там, где решаются судьбы городов, и там, где решают, кто пьёт последний глоток рома.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Fireplaces_T04_Description","Камин, где поленья шепчут истории о бурях, рифах и украденном роме.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +2 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Paintings_T01_Description","Картина, на которой листья шепчут о забытых сокровищах.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Paintings_T02_Description","Картина, где фрукты и предметы будто замерли в вечности.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Paintings_T03_Description","Отважный герой и мореплаватель.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Paintings_T04_Description","Шторм и парусник — дуэль отваги и храбрости на словно ожившей картине\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Paintings_Tortuga_Description","Порт, где каждый уголок хранит тайны пиратских приключений.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decoration_Garden_T04_Fountain_Description","Место, где вода шепчет о покое и прохладе.\r\n\r\nРаботает только в радиусе действия Bonfire\r\n\r\nКомфорт +1 \r\nБонусы комфорта в категории не суммируются",""
"Decorations_Curtains_T04_Curtain_Description","Работает только в радиусе действия Bonfire\r\n\r\nНе дает комфорта",""
"BuildingShips_Raft_Name","NOT USEDRaft",""
"BuildingShips_Raft_Description","NOT USEDRaft description",""
"BuildingShips_Boat_Name","Boat",""
"BuildingShips_Boat_Description","Простая лодка для передвижения по спокойной воде.\r\n\r\nМожно ставить только на воду",""
"BuildingShips_Cutter_Name","Cutter",""
"BuildingShips_Cutter_Black_Name","NOT USEDCutter Black",""
"BuildingShips_Cutter_Description","\""NOT USEDThe British soldier complains of the wind; the merchant waits for it to change; the pirate meanwhile adjusts the sails.\""",""
"BuildingShips_Royal_Name","NOT USEDBattleship",""
"BuildingShips_Frigate_Name","Frigate",""
"BuildingShips_Brig_Name","Brig",""
"BuildObject_Bits_Door2BCE_A_Name","Элегантная деревянная дверь","Элегантная деревянная дверь"
"BuildObject_Bits_Door2BDE_A_Name","Частокольная створка ворот","Частокольная створка ворот"
"BuildObject_Bits_Door2CCE_A_Name","Двойная элегантная деревянная дверь","Двойная элегантная деревянная дверь"
"BuildObject_Bits_Door3BCE_A_Name","Деревянная дверь с окном","Деревянная дверь с окном"
