Key,SourceString,Context
"Dialogue_Galen_AskOnDetails_JohnDoe_04_Galen","Он хорошо образован, знает морское дело и прекрасно разбирается в латыни, однако готов поспорить, он многое утаивает.",""
"Dialogue_Galen_AskOnDetails_JohnDoe_05_Galen","Мистер Доу помог Черной Бороде найти артефакт, но как будто бы совсем не сожалеет об этом.",""
"Dialogue_Galen_AskOnDetails_JohnDoe_06_Galen","Именно он вложил в руки Эдварда Тича опаснейшее оружие. Я не могу этого принять.",""
"Dialogue_Galen_AskOnDetails_Galen_01_Player","Если вы служили на флоте, то как оказались на Тортуге?",""
"Dialogue_Galen_AskOnDetails_Galen_02_Galen","После плена я вернулся во флот. Но имел наглость лечить не только своих соратников, но и солдат противника. Мой тогдашний капитан этого не оценил.",""
"Dialogue_Galen_AskOnDetails_Galen_03_Galen","А так как я мешал ему раздирать спины матросов в кровь своим кнутом, он был счастлив отправить меня под трибунал, когда подвернулась возможность.",""
"Dialogue_Galen_AskOnDetails_Galen_04_Galen","После трибунала мне хотелось оказаться подальше от Лондона. Жан-Поля тогда назначили губернатором Тортуги, и он написал, что на острове требуется сносный врач.",""
"Dialogue_Galen_AskOnDetails_Galen_05_Galen","Долго я не раздумывал. Да и кофе здесь лучше. И дешевле.",""
"Dialogue_Galen_AskOnDetails_Galen_06_Player","У вас есть семья?",""
"Dialogue_Galen_AskOnDetails_Galen_07_Galen","Жан-Поля и Франсуа я считал своими братьями. Но один теперь в могиле, а другой... Не знаю, смогу ли я его простить.",""
"Dialogue_Galen_AskOnDetails_Galen_08_Galen","Моих родителей давно забрала чахотка. Старшая сестра умерла от чумы... От женитьбы, к счастью, бог миловал.",""
"Dialogue_Galen_AskOnDetails_Galen_09_Galen","Так что я живу исключительно работой. Иногда развлекаю себя исследованием лекарственных трав.",""
"Dialogue_TableWithInfo_ChasingArtifact_MainQuest_Intro","Стол перед вами заляпан свечным воском. На грубо обтесанных досках темнеют разводы въевшегося жира и пятна пролитого рома.",""
"Dialogue_TableWithInfo_ChasingArtifact_MainQuest_InfoUnavailable","Здесь нет ничего интересного. <T_GRAY>[Уйти]</>",""
"Dialogue_TableWithInfo_ChasingArtifact_MainQuest_InfoTaken","Вы уже забрали все, что имело значение. <T_GRAY>[Уйти]</>",""
"Dialogue_TableWithInfo_ChasingArtifact_MainQuest_01_Player","Осмотреть стол <img id=\""Quest\""/>",""
"Dialogue_TableWithInfo_ChasingArtifact_MainQuest_02_Table","В центре стола валяется мятый листок бумаги.",""
"Dialogue_TableWithInfo_ChasingArtifact_MainQuest_03_Table","Убористым почерком сверху выведено: \""Заберите три ключа от храма. Я внутри. По пустякам не тревожить. Свежее мясо жду по расписанию\"".",""
"Dialogue_TableWithInfo_ChasingArtifact_MainQuest_04_Table","Ниже видна приписка: \""Если какой-то выродок снова потеряет один из ключей, пока я внутри, – пойдет под нож вместе с пленными\"".",""
"Dialogue_TableWithInfo_ChasingArtifact_MainQuest_05_Player","Отправиться на поиски ключей от храма. <T_GRAY>[Уйти]</> <img id=\""Quest\""/>",""
"Dialogue_DeadBodyWithKey_ChasingArtifact_MainQuest_01_DeadBody","Этот мертвый пират не похож на обычного матроса, однако это не уберегло его от волчьих клыков.",""
"Dialogue_DeadBodyWithKey_ChasingArtifact_MainQuest_02_DeadBody","Вам повезло, что в его кармане нашелся необходимый ключ от храмовых врат.",""
"Dialogue_JohnDoe_Greeting01_John","Давай сразу к делу.",""
"Dialogue_JohnDoe_Greeting02_John","Что у тебя на уме?",""
"Dialogue_JohnDoe_Greeting03_John","Тебя что-то интересует?",""
"Dialogue_JohnDoe_ForgottenRelics01_MainQuest_01_Player","Где искать следующий Обол Харона. <img id=\""Quest\""/>",""
"Dialogue_JohnDoe_ForgottenRelics01_MainQuest_02_John","По моим сведениям, артефакт хранила жрица сенкамати. Это народ, который жил здесь столетия назад.",""
"Dialogue_JohnDoe_ForgottenRelics01_MainQuest_03_John","Руины их поселений разбросаны по всему архипелагу. Помнишь храм, где Хендс проводил свою пародию на ритуалы? Я его точно не скоро забуду. Вот тот храм тоже был построен сенкамати.",""
"Dialogue_JohnDoe_ForgottenRelics01_MainQuest_04_John","Я слышал, что жрица скрылась вместе с Оболом где-то в глубине Болот. Там должно быть ее последнее пристанище.",""
"Dialogue_JohnDoe_ForgottenRelics01_MainQuest_05_John","Думаю, поиски следует начать оттуда.",""
"Dialogue_JohnDoe_ForgottenRelics02_MainQuest_01_Player","Кроме таблички, в доме ничего не было. Где будем искать дальше? <img id=\""Quest\""/>",""
"Dialogue_JohnDoe_ForgottenRelics02_MainQuest_02_John","Дай-ка сюда... Хм... \""Вонзи нож... пролей кровь в священной роще и услышь глас богов\"".",""
"Dialogue_JohnDoe_ForgottenRelics02_MainQuest_03_John","Часть символов я знаю, часть могу расшифровать из контекста, а какая-то часть мне вообще неизвестна.",""
"Dialogue_JohnDoe_ForgottenRelics02_MainQuest_04_John","Кажется, это описание ритуала призыва. Жрица совершала его раз за разом. Правда, безуспешно.",""
"Dialogue_JohnDoe_ForgottenRelics02_MainQuest_05_John","Запись точно неполная. Нужны еще таблички. Расшифровав их, мы сможем понять, где все-таки спрятан Обол.",""
"Dialogue_JohnDoe_ForgottenRelics03_MainQuest_01_John","Есть результаты? Не хочу нагнетать обстановку, но время поджимает.",""
"Dialogue_JohnDoe_ForgottenRelics03_MainQuest_02_Player","Вот еще таблички. Надеюсь, они помогут разобраться в языке. <img id=\""Quest\""/>",""
"Dialogue_JohnDoe_ForgottenRelics03_MainQuest_03_John","Чем их больше, тем больше символов мы сможем понять. Отлично. Сейчас вернусь к расшифровке.",""
"Dialogue_JohnDoe_ForgottenRelics04_MainQuest_01_John","Хотите блинчиков по тысячелетнему рецепту, Капитан? Или, может, мазь от бородавок нужна?",""
"Dialogue_JohnDoe_ForgottenRelics04_MainQuest_02_Player","Неужели удалось перевести таблички? <img id=\""Quest\""/>",""
"Dialogue_JohnDoe_ForgottenRelics04_MainQuest_03_John","Да, но в них нет ничего ни о жрице, ни об Оболе. Здесь только два сборника рецептов и записки аптекаря.",""
"Dialogue_JohnDoe_ForgottenRelics04_MainQuest_04_John","Однако я сделал для тебя словарик с теми символами, которые мне известны.",""
"Dialogue_JohnDoe_ForgottenRelics04_MainQuest_05v1_Player","Спасибо. Теперь у нас чуть больше шансов на выживание.",""
"Dialogue_JohnDoe_ForgottenRelics04_MainQuest_05v2_Player","Всегда мечтал освоить еще один бесполезный навык.",""
"Dialogue_JohnDoe_ForgottenRelics04_MainQuest_05v3_Player","Предлагаешь выучить мертвый язык? Мне за это не заплатят.",""
"Dialogue_JohnDoe_ForgottenRelics04_MainQuest_06v1_John","Так-то лучше. Правильный настрой – половина успеха.",""
"Dialogue_JohnDoe_ForgottenRelics04_MainQuest_06v2_John","Осторожнее, так можно случайно стать умнее.",""
"Dialogue_JohnDoe_ForgottenRelics04_MainQuest_06v3_John","Не всегда выгода поддается расчету.",""
"Dialogue_JohnDoe_ForgottenRelics04_MainQuest_07_John","Словарик позволит не терять время на бесполезную беготню, если вдруг найдешь новую табличку. Сможешь сам перевести текст.",""
"Dialogue_JohnDoe_ForgottenRelics04_MainQuest_08_John","Среди текстов мне попался один, где упоминается жрица. Кажется, я знаю, где мы найдем больше информации о ней. Отмечу эти места на карте.",""
"Dialogue_JohnDoe_AskQuestionsIntro_01_Player","Я хочу кое-что узнать...",""
"Dialogue_JohnDoe_AskQuestionsIntro_01v2_Player","У меня остались вопросы про сенкамати.",""
"Dialogue_JohnDoe_AskQuestionsIntro_01v3_Player","Можешь ответить еще на пару вопросов?",""
"Dialogue_JohnDoe_AskQuestionsIntro_02v1_John","Знаешь, что говорят про любопытство и кошку?",""
"Dialogue_JohnDoe_AskQuestionsIntro_02v2_John","Кто бы сомневался...",""
"Dialogue_JohnDoe_AskQuestionsIntro_02v3_John","Как будто у меня есть выбор.",""
"Dialogue_JohnDoe_AskAdventuresIntro_01_Player","<img id=\""Lens\""/> Мне попалось кое-что интересное...",""
"Dialogue_JohnDoe_AskAdventuresIntro_02_John","Что бы это могло быть?",""
"Dialogue_JohnDoe_AskQuestions_AboutArtifacts_01_Player","Расскажи мне об Оболах Харона. Что они такое?",""
"Dialogue_JohnDoe_AskQuestions_AboutArtifacts_02_John","Да черт его разберет. В старинных церковных книгах их называли дьявольскими костями.",""
"Dialogue_JohnDoe_AskQuestions_AboutArtifacts_03_John","Есть легенда, что Харон расплатился ими с богом торговли Гермесом за якорь, иглу, канат и гвозди. Что тут скажешь: моряки всегда на мели...",""
"Dialogue_JohnDoe_AskQuestions_AboutArtifacts_04_John","Считается, что собранные воедино Оболы даруют власть не только над мертвыми, но и над морем. Хотя даже один артефакт может навести шороху: Тортуга тому пример.",""
"Dialogue_JohnDoe_AskQuestions_AboutArtifacts_05_John","Только собрав все артефакты, нам удастся очиститься от их влияния. Один у нас есть, еще один – у Черной Бороды, третий – в Болотах.",""
"Dialogue_JohnDoe_AskQuestions_AboutCleansingRitual_01_Player","Ты упоминал Ритуал Очищения.",""
"Dialogue_JohnDoe_AskQuestions_AboutCleansingRitual_02_John","Когда соберем Оболы, тогда и расскажу, что к чему. Сам-то ритуал безопасен, если, конечно, его проводит знающий человек.",""
"Dialogue_JohnDoe_AskQuestions_AboutCleansingRitual_03_John","Поиск реликвий куда опаснее.",""
"Dialogue_JohnDoe_AskQuestions_AboutSwamps_01_Player","Что мне нужно знать о Болотах?",""
"Dialogue_JohnDoe_AskQuestions_AboutSwamps_02_John","Они поражены древним проклятием.",""
"Dialogue_JohnDoe_AskQuestions_AboutSwamps_03v1_Player","Спасибо, что предупредил. Значит, я смогу подготовиться.",""
"Dialogue_JohnDoe_AskQuestions_AboutSwamps_03v2_Player","Тебе известны подробности?",""
"Dialogue_JohnDoe_AskQuestions_AboutSwamps_03v3_Player","Еще одно проклятие? Я так скоро коллекцию соберу.",""
"Dialogue_JohnDoe_AskQuestions_AboutSwamps_03v4_Player","Ух ты! Звучит как приключение!",""
"Dialogue_JohnDoe_AskQuestions_AboutSwamps_04_John","Легенды гласят, что местный народ убил своего бога, за что был наказан, и исчез с лица земли.",""
"Dialogue_JohnDoe_AskQuestions_AboutSwamps_05_John","Pestis Arborum или Древесная чума. Она заразила их тела, их дома, растения, саму землю под ногами. Если один раз увидишь – запомнишь на всю жизнь.",""
"Dialogue_JohnDoe_AskQuestions_AboutBlackbeardPrison_01_Player","Расскажи о времени в плену у Черной Бороды.",""
"Dialogue_JohnDoe_AskQuestions_AboutBlackbeardPrison_02_John","Нечего рассказывать: нашел меня в храме за изучением фресок, выпытал информацию об Оболах, заставил найти артефакт.",""
"Dialogue_JohnDoe_AskQuestions_AboutBlackbeardPrison_03_John","Сложно отказать, когда поджаривают пятки.",""
"Dialogue_JohnDoe_AskQuestions_AboutBlackbeardPrison_04_John","Потом я оказался в плену у Хендса. Он пошел против своего хозяина и почему-то решил, что я помогу ему.",""
"Dialogue_JohnDoe_AskQuestions_AboutBlackbeardPrison_05_John","Чертов пират возжелал такой же власти, которой обладает Черная Борода, но надорвался. Его воля оказалась слишком слаба.",""
"Dialogue_JohnDoe_AskQuestions_AboutBlackbeardPrison_06v1_Player","То есть это из-за тебя по архипелагу бродят мертвецы?",""
"Dialogue_JohnDoe_AskQuestions_AboutBlackbeardPrison_06v2_Player","Отличный план – вручить пирату с манией величия могущественный артефакт.",""
"Dialogue_JohnDoe_AskQuestions_AboutBlackbeardPrison_06v3_Player","Ты помог Черной Бороде убить целую кучу народа.",""
"Dialogue_JohnDoe_AskQuestions_AboutBlackbeardPrison_07v1_John","Из-за жажды Тича обладать властью. Рано или поздно он бы нашел Обол. С моей помощью или без.",""
"Dialogue_JohnDoe_AskQuestions_AboutBlackbeardPrison_07v2_John","Как будто у меня был выбор. Рано или поздно Тич бы нашел Обол. С моей помощью или без.",""
"Dialogue_JohnDoe_AskQuestions_AboutBlackbeardPrison_07v3_John","Ты ждешь извинений? Я делал все, чтобы выжить. Потому что от мертвеца толку мало.",""
"Dialogue_JohnDoe_AskQuestions_AboutBlackbeardPrison_08v1_John","Зато теперь мы сможем ему противостоять и забрать артефакт, когда накопим силы.",""
"Dialogue_JohnDoe_AskQuestions_AboutBlackbeardPrison_08v3_John","И теперь помогу тебе собрать Оболы, чтобы исправить ситуацию.",""
"Dialogue_JohnDoe_AskQuestions_AboutSenkamatiLanguage_01_Player","Ты знаешь язык сенкамати?",""
"Dialogue_JohnDoe_AskQuestions_AboutSenkamatiLanguage_02_John","Один абориген как-то показал несколько символов. Им легко овладеть.",""
"Dialogue_JohnDoe_AskQuestions_AboutCurse_01_Player","Что еще ты можешь сказать о Древесной чуме?",""
"Dialogue_JohnDoe_AskQuestions_AboutCurse_02_John","Pestis Arborum поглощает организмы как паразит, но в то же время дает им новую жизнь. Искаженную, уродливую, но все же жизнь.",""
"Dialogue_JohnDoe_AskQuestions_AboutCurse_03_John","Не знаю, можно ли назвать эту чуму порождением злой воли какого-то древнего бога или демона. Может, это все сказки.",""
"Dialogue_JohnDoe_AskQuestions_AboutCurseProtection_01_Player","Как защититься от чумы?",""
"Dialogue_JohnDoe_AskQuestions_AboutCurseProtection_02_John","Если верить некоторым священникам, от такого рода проклятий защищает молитва, голодание и отпущение грехов за деньги. Но результат они не гарантируют.",""
"Dialogue_JohnDoe_AskQuestions_AboutCurseProtection_03_John","Мне о способах защиты сказать нечего. Если кто мог бы поделиться опытом, то сами сенкамати.",""
"Dialogue_JohnDoe_AskQuestions_WhySenkamatiLivedHere_01_Player","Что сенкамати забыли в Болотах?",""
"Dialogue_JohnDoe_AskQuestions_WhySenkamatiLivedHere_02_John","Они считали, что это место ближе всего находится ко входу в мир мертвых и хоронили тут своих мертвецов.  В топях должны сохраниться остатки некрополей.",""
"Dialogue_JohnDoe_AskQuestions_WhySenkamatiLivedHere_03_John","Крокодилов они почитали как священных животных и приносили им жертвы. Поэтому твари так расплодились.",""
"Dialogue_JohnDoe_AskQuestions_WhySenkamatiLivedHere_04_John","Даже своего бога мертвых сенкамати представляли с головой крокодила. Возможно, жрица отправилась в топи, чтобы призвать его.",""
"Dialogue_JohnDoe_AskQuestions_ArtifactConnectionToCurse_01_Player","Оболы могут быть связаны с проклятьем Болот?",""
"Dialogue_JohnDoe_AskQuestions_ArtifactConnectionToCurse_02_John","Нет, это все равно что связать кракена с овцой.",""
"Dialogue_JohnDoe_AskQuestions_ArtifactConnectionToCurse_03_Player","Как артефакт вообще попал к сенкамати?",""
"Dialogue_JohnDoe_AskQuestions_ArtifactConnectionToCurse_04_John","Капитан, я ученый, а не энциклопедия. Если бы знал ответы на все вопросы, не рылся бы в глиняных черепках.",""
"Dialogue_JohnDoe_AskQuestions_AboutPriestessAlive_01_Player","Как думаешь, жрица может быть еще жива?",""
"Dialogue_JohnDoe_AskQuestions_AboutPriestessAlive_02_John","Судя по восставшим сенкамати, которых мы уже встречали, ее существование сложно было бы назвать жизнью.",""
"Dialogue_JohnDoe_AskQuestions_AboutPriestessAlive_03_John","Но да, думаю, она все еще где-то там... В одном из древних святилищ.",""
"Dialogue_JohnDoe_AskQuestions_AboutPriestessAlive_04_John","Если поиск артефакта приведет нас к ней – на дружескую беседу я бы не рассчитывал.",""
"Dialogue_JohnDoe_AskQuestions_WhyNeedArtifacts_01_Player","Откуда ты столько знаешь об Оболах?",""
"Dialogue_JohnDoe_AskQuestions_WhyNeedArtifacts_02_John","Прочитал много книг, Капитан. Говорят, от этого умнеют.",""
"Dialogue_JohnDoe_AskQuestions_WhyNeedArtifacts_03_John","Не все правда. Хендс тому отличный пример – обезьяна, которая подожгла бочку с порохом, на которой сидела. Ему даже знание латыни не помогло.",""
"Dialogue_JohnDoe_AskQuestions_WhyNeedArtifacts_04_John","У моей семьи когда-то была прекрасная библиотека. Пока не сгорела. Думаю, когда-нибудь ее восстановлю.",""
"Dialogue_JohnDoe_AskQuestions_WhyCantRaiseDead_01_Player","У меня есть Обол. Но почему я не могу управлять мертвецами как Черная Борода?",""
"Dialogue_JohnDoe_AskQuestions_WhyCantRaiseDead_02_John","Потому что для этого нужно принести в жертву толпу народа. Помогать я не стану.",""
"Dialogue_JohnDoe_AskQuestions_WhyCantRaiseDead_03_John","Не собираюсь принимать участие в очередной кровавой бане.",""
"Dialogue_JohnDoe_AskQuestions_AboutJohn_01_Player","Я о тебе почти ничего не знаю...",""
"Dialogue_JohnDoe_AskQuestions_AboutJohn_02_John","Ты знаешь все, что необходимо. Мое прошлое банальное и скучное.",""
"Dialogue_JohnDoe_AskQuestions_AboutJohn_03_John","Был моряком, ходил от Гибралтара до Черного моря, дослужился до капитана.",""
"Dialogue_JohnDoe_AskQuestions_AboutJohn_04_John","Потом купил собственный корабль, мечтал создать новую торговую империю. С торговлей не срослось...",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_01_Player","На архипелаге есть могилы испанцев.",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_02_John","Я бы удивился, если бы их не было. Здесь, куда ни плюнь, попадешь в гробницу или зомби.",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_03_Player","Мне кажется, они связаны с Оболами.",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_04_John","Мы не первые, кто их ищет. Но я чертовски постараюсь стать тем, кто их найдет. Все остальные пускай гниют в земле до конца света.",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_05_Player","Не у каждой могилы тебе является призрак.",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_06_John","Он сказал что-нибудь полезное? Нет? Тогда пусть катится в ад.",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_07_John","Другое дело – ты. Похоже, твоя способность видеть духов развивается из-за влияния Обола.",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_08_Player","Погибшие участвовали в одной из первых экспедиций в Новый Свет. Еще во времена Колумба. ",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_09_John","Тогда это просто кучка мошенников, которым самое место в желудке утопленников.",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_10_John","Опиши призрака, которого видел.",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_11_Player","<T_GRAY>[Описать призрака в деталях]</>",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_12_John","По описанию твой призрак похож на Хуана де ла Коса, одного из ближайших соратников Колумба. Его корабль \""Санта-Мария\"" был флагманом экспедиции.",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_13_John","Высокомерный, напыщенный индюк. Если судить по воспоминаниям современников, конечно.",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_14_John","Считалось, что много лет спустя его отряд исчез где-то в джунглях недалеко от Картахены, а не застрял на островах. Поздравляю, тебе открылась маленькая тайна прошлого.",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_15_Player","Это все, что ты можешь сказать?",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_16_John","Послушай, после Колумба покорять Новый Свет отправились авантюристы всех мастей. Не стоит ломать голову из-за каждой могилы или обломков корабля.",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_17_Player","Призрак упоминал какого-то Джонса и то, что их преследовали мертвецы.",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_18_John","Может, конкурент?",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_19_John","Не думаешь же ты, что их преследовал сам морской дьявол Дейви Джонс? Это было бы как-то... мелочно с его стороны.",""
"Dialogue_JohnDoe_AskAdventures_SpanishGraves_20_John","Впрочем, что мы знаем о морском дьяволе? Только то, что он всегда получает свое.",""
"Dialogue_HenriBoucher_CommonIntro_Henri","Ты по делу или ищешь неприятностей?",""
"Dialogue_HenriBoucher_LostExpedition_QuestStart_01_Player","Здесь найдется умелец, который сможет восстановить хороший мушкет? <img id=\""Quest\""/>",""
"Dialogue_HenriBoucher_LostExpedition_QuestStart_02_Henri","Откуда это у тебя?",""
"Dialogue_HenriBoucher_LostExpedition_QuestStart_03v1_Player","Нашел в лагере буканьеров в джунглях. Пираты их опустошили.",""
"Dialogue_HenriBoucher_LostExpedition_QuestStart_03v2_Player","Твое какое дело?",""
"Dialogue_HenriBoucher_LostExpedition_QuestStart_04v1_Henri","Этот мушкет принадлежал моему брату.",""
"Dialogue_HenriBoucher_LostExpedition_QuestStart_04v2_Henri","От этого зависит, прострелю я тебе башку прямо сейчас или подожду немного. Мушкет принадлежал моему брату.",""
"Dialogue_HenriBoucher_LostExpedition_QuestStart_05_Henri","Марсель повел группу охотников в джунгли три месяца назад. С тех пор от него не было вестей.",""
"Dialogue_HenriBoucher_LostExpedition_QuestStart_06_Player","До них добрались пираты. В живых никого не осталось. Кроме мушкета, мне попались старая шляпа, фляга и записи.",""
"Dialogue_HenriBoucher_LostExpedition_QuestStart_07_Henri","Merde! Шакалы Черной Бороды вырезают нас как свиней. Если не перейдем в наступление, то скоро все окажемся в земле.",""
"Dialogue_HenriBoucher_LostExpedition_QuestStart_08_Henri","Последнее время нас донимают три пиратских корабля. Похоже, именно о них писал Марсель... Избавься от них – получишь хорошую награду и мою признательность.",""
"Dialogue_HenriBoucher_LostExpedition_QuestFinish_01_Player","Пиратские корабли на дне вместе с командами. <img id=\""Quest\""/>",""
"Dialogue_HenriBoucher_LostExpedition_QuestFinish_02_Henri","Паразиты заслужили свою смерть. Спасибо за добрые вести, mon ami. Марсель отомщен, и я наконец смогу нормально выспаться.",""
"Dialogue_HenriBoucher_LostExpedition_QuestFinish_03_Henri","Мы восстановили мушкет. Преступление – держать хорошее оружие в сундуке. Моему брату он больше не понадобится. Возьми. В качестве награды.",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part1_01_Henri","Что ты тут вынюхиваешь?",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part1_02v1_Player","Всего лишь осматриваюсь. Мне не нужны проблемы.",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part1_02v2_Player","Вижу приветливое лицо, думаю: дай поздороваюсь!",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part1_02v3_Player","Давай повежливее. Я же не тычу тебе в лицо оружием.",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part1_03v1_Henri","Чужаков здесь не любят. Другое дело – если станешь нашим... другом. Друзьями мы не разбрасываемся.",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part1_03v2_Henri","Язык у тебя подвешен. Смотри, чтоб не укоротили.",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part1_03v3_Henri","У меня каждый стрелок попадет в мишень с пятидесяти шагов. Из тебя бы сделали решето. А будь ты одной из крыс Черной Бороды, то сдох бы еще на подступах к лагерю.",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part1_04_Henri","Мое имя Анри Буше. Я старший среди буканьеров Карибского бассейна. Мы охотимся на диких зверей, а теперь сами стали добычей, поэтому держимся настороже.",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part1_05_Player","Для этого есть причина?",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part1_06_Henri","Черная Борода, этот гнилой ублюдок, мечтает от нас избавиться, потому что мы отказались от сомнительной чести стать его покорными псами и поддержали Тортугу.",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part1_07_Henri","Мы хорошо проредили ряды его головорезов, ведь мы – лучшие стрелки Вест-Индии.",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part1_08_Henri","Но даже лучший стрелок гроша ломаного не стоит без пороха. Наши запасы истощены. Если его не собрать, отбиваться от пиратов придется дубинками.",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part1_09_Henri","Нам нужно всего полсотни пороховых сумок, чтобы продержаться до поставок.",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part1_10_Henri","Если поможешь, буканьеры в долгу не останутся. Мы умеем ценить тех, кто протянул нам руку в час нужды.",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part2_01_Player","Мне удалось решить вашу проблему с порохом. <img id=\""Quest\""/>",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part2_02_Henri","Très bien! Теперь пираты поостерегутся открыто нападать на лагерь. Это позволит нам дождаться новых поставок пороха от контрабандистов.",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part2_03_Henri","Окажи нам еще одну услугу, mon ami.",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part2_04v1_Player","О чем идет речь?",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part2_04v2_Player","Надо убить пиратов?",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part2_04v3_Player","Надеюсь, за нее заплатят.",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part2_05v2_Henri","Хороший пират – мертвый пират.",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part2_06_Henri","Чарли Шарп, бывший помощник губернатора, просил выделанные шкуры для пострадавших жителей Тортуги.",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part2_07_Henri","Раньше мы бы запросили хорошую цену, но сейчас у всех тяжелые времена. В такой ситуации друзей ценят выше золота, поэтому, пожалуйста, отвези и передай им шкуры бесплатно.",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part4_01_Player","Шкуры доставлены в лагерь выживших. Чарли Шарп передал вам бочонок рома в знак благодарности. <img id=\""Quest\""/>",""
"Dialogue_HenriBoucher_HelpingBucaneers_Part4_02_Henri","Спасибо, mon ami. Мы умеем быть благодарными.",""
"Dialogue_HenriBoucher_AskQuestion_Intro_01_Player","Я хочу задать тебе несколько вопросов.",""
"Dialogue_HenriBoucher_AskQuestion_Intro_02_Henri","Я слушаю.",""
"Dialogue_HenriBoucher_AskQuestion_Leave_01_Player","Пока это все...",""
"Dialogue_HenriBoucher_AskQuestion_Leave_02_Henri","Удачной охоты.",""
"Dialogue_HenriBoucher_AskQuestion_AboutBucaneers_01_Player","Расскажи мне больше о буканьерах.",""
"Dialogue_HenriBoucher_AskQuestion_AboutBucaneers_02_Henri","Мы охотники и торговцы: продаем шкуры диких зверей. Зарабатываем на жизнь честным трудом.",""
"Dialogue_HenriBoucher_AskQuestion_AboutBucaneers_03_Henri","Испанцы как-то попытались избавиться от нас. Пришлось спалить десяток поселений, прежде чем до них дошло, что буканьеры никуда не уйдут.",""
"Dialogue_HenriBoucher_AskQuestion_AboutBucaneers_04_Henri","Но то было много лет назад. Еще до моего рождения.",""
"Dialogue_HenriBoucher_AskQuestion_AboutOtherFactions_01_Player","Что можешь рассказать о жителях архипелага?",""
"Dialogue_HenriBoucher_AskQuestion_AboutOtherFactions_02_Henri","Мы уважаем Береговое Братство, но не стремимся связать свои судьбы с морем. Предпочитаем держаться особняком.",""
"Dialogue_HenriBoucher_AskQuestion_AboutOtherFactions_03_Henri","Контрабандистам сбываем шкуры по хорошей цене. Но с мадмуазель Суарес лучше держать ухо востро: дашь ей палец – откусит руку по самую шею и оставит без штанов.",""
"Dialogue_HenriBoucher_AskQuestion_AboutOtherFactions_04_Henri","От Тортуги мало что осталось. Если не считать трактир Долговязого Бена. Но ему и его завсегдатаям что пираты, что мертвецы – все нипочем.",""
"Dialogue_HenriBoucher_AskQuestion_AboutOtherFactions_05_Henri","В отличие от бежавших жителей. Хотя месье Шарп старается сдерживать панику среди них.",""
"Dialogue_HenriBoucher_AskQuestion_AboutHenri_01_Player","Расскажи о себе.",""
"Dialogue_HenriBoucher_AskQuestion_AboutHenri_02_Henri","За человека должны говорить его поступки, mon ami. Нас с братом так учил отец.",""
"Dialogue_HenriBoucher_AskQuestion_AboutHenri_03_Henri","Я привык действовать, а не болтать. Особенно это важно сейчас, когда брата нет рядом. Он умел зажигать огонь в сердцах. Я же хорошо режу шкуры.",""
"Dialogue_HenriBoucher_AskQuestion_AboutHenri_04_Henri","Из нас двоих Марсель был лучшим стрелком и лучшим лидером.",""
